student_id,course_id,semester,grade,attendance_rate
322,3,Fall 2025,B,85.04
322,2,Spring 2026,A,92.24
322,4,Spring 2026,A,92.38
323,5,Fall 2025,B,84.17
323,2,Spring 2026,C,64.54
323,12,Fall 2025,F,73.79
324,3,Fall 2025,D,66.82
324,6,Spring 2026,A,98.99
324,1,Spring 2026,A,66.28
324,9,Spring 2026,A,89.35
324,7,Spring 2026,C,76.27
324,4,Spring 2026,D,98.51
324,2,Fall 2025,C,77.99
325,6,Fall 2025,A,65.92
325,4,Fall 2025,F,84.15
325,12,Fall 2025,D,99.61
325,8,Spring 2026,C,72.14
325,3,Fall 2025,D,83.42
326,5,Spring 2026,A,62.63
326,1,Spring 2026,C,92.45
326,11,Fall 2025,B,79.29
326,4,Fall 2025,C,77.73
326,9,Fall 2025,C,78.27
326,10,Fall 2025,D,96.88
327,4,Spring 2026,C,60.78
327,2,Spring 2026,A,84.17
327,5,Fall 2025,A,71.42
327,10,Spring 2026,B,85.31
327,6,Fall 2025,C,80.48
327,1,Spring 2026,A,76.27
328,2,Spring 2026,B,77.78
328,7,Fall 2025,D,91.69
328,4,Fall 2025,C,73.67
328,3,Spring 2026,C,60.39
328,8,Spring 2026,C,94.83
328,6,Spring 2026,A,86.75
329,8,Spring 2026,F,76.79
329,11,Spring 2026,A,74.13
329,2,Fall 2025,A,87.13
330,9,Spring 2026,A,96.8
330,2,Spring 2026,B,73.62
330,12,Fall 2025,B,86.97
330,3,Spring 2026,C,98.16
330,10,Spring 2026,B,69.54
330,4,Fall 2025,C,73.53
330,5,Fall 2025,C,81.82
331,3,Fall 2025,,84.04
331,1,Fall 2025,C,74.72
331,4,Spring 2026,D,85.25
331,6,Fall 2025,A,94.63
331,9,Spring 2026,F,75.95
331,11,Fall 2025,D,67.74
331,12,Fall 2025,D,68.29
332,10,Spring 2026,A,91.04
332,12,Spring 2026,D,70.25
332,3,Fall 2025,C,84.16
332,8,Spring 2026,D,97.95
332,5,Spring 2026,,99.23
332,6,Spring 2026,A,66.7
332,9,Spring 2026,B,82.66
333,1,Spring 2026,D,93.43
333,8,Fall 2025,,86.23
333,12,Fall 2025,F,96.58
333,3,Fall 2025,C,89.83
334,6,Spring 2026,F,74.21
334,9,Spring 2026,C,87.22
334,4,Spring 2026,A,82.71
334,1,Fall 2025,F,78.53
335,4,Fall 2025,C,65.65
335,7,Spring 2026,A,63.71
335,9,Fall 2025,F,73.22
335,12,Spring 2026,B,87.8
335,10,Fall 2025,C,74.98
335,5,Fall 2025,F,69.11
335,6,Spring 2026,C,86.87
336,7,Fall 2025,B,69.62
336,2,Fall 2025,F,82.99
336,1,Spring 2026,D,89.48
336,5,Fall 2025,B,99.99
337,10,Spring 2026,F,81.48
337,5,Fall 2025,A,69.26
337,4,Spring 2026,C,92.03
337,11,Fall 2025,B,73.41
337,3,Spring 2026,A,66.11
337,8,Spring 2026,B,95.28
338,12,Fall 2025,A,67.87
338,3,Fall 2025,B,91.3
338,11,Fall 2025,F,74.97
338,9,Fall 2025,F,76.31
338,6,Fall 2025,B,69.33
338,1,Fall 2025,A,78.83
338,5,Spring 2026,C,71.71
339,10,Spring 2026,B,69.57
339,3,Fall 2025,C,74.39
339,4,Fall 2025,D,97.85
339,9,Spring 2026,D,90.25
339,12,Spring 2026,C,92.23
339,2,Fall 2025,C,79.08
339,6,Fall 2025,F,60.01
340,11,Fall 2025,B,71.49
340,2,Fall 2025,A,94.36
340,1,Spring 2026,C,67.15
340,9,Spring 2026,B,81.24
340,6,Spring 2026,A,69.41
341,9,Fall 2025,A,87.82
341,8,Spring 2026,B,77.18
341,12,Spring 2026,D,95.63
341,5,Spring 2026,F,98.96
341,3,Fall 2025,B,62.76
341,11,Fall 2025,A,79.58
341,2,Fall 2025,D,60.54
342,5,Spring 2026,A,91.86
342,12,Fall 2025,D,71.26
342,4,Fall 2025,C,82.37
343,4,Fall 2025,F,98.44
343,1,Spring 2026,F,84.69
343,6,Fall 2025,A,73.52
343,8,Spring 2026,F,84.58
343,10,Fall 2025,,68.2
344,10,Spring 2026,B,77.57
344,3,Spring 2026,,86.41
344,5,Fall 2025,F,63.23
345,11,Spring 2026,F,94.25
345,5,Fall 2025,B,78.13
345,6,Fall 2025,C,82.64
346,10,Fall 2025,A,71.17
346,2,Spring 2026,F,94.31
346,8,Fall 2025,B,68.52
347,7,Spring 2026,A,65.36
347,4,Fall 2025,B,63.35
347,10,Fall 2025,F,88.11
347,5,Fall 2025,C,62.22
347,11,Spring 2026,D,75.17
348,2,Spring 2026,C,60.76
348,5,Spring 2026,D,99.53
348,11,Spring 2026,F,74.41
348,12,Fall 2025,F,83.32
349,11,Fall 2025,C,89.19
349,2,Fall 2025,C,65.89
349,4,Spring 2026,D,62.95
349,6,Spring 2026,F,67.53
349,3,Spring 2026,A,93.87
350,1,Fall 2025,A,74.84
350,6,Fall 2025,A,74.25
350,5,Fall 2025,A,73.53
350,7,Fall 2025,D,66.51
350,3,Spring 2026,C,94.01
351,8,Fall 2025,A,98.98
351,10,Fall 2025,F,83.06
351,11,Spring 2026,D,91.31
351,3,Spring 2026,D,91.83
351,1,Fall 2025,F,95.24
351,5,Fall 2025,D,64.41
351,12,Spring 2026,A,62.01
352,10,Spring 2026,D,84.18
352,12,Spring 2026,F,66.01
352,3,Spring 2026,F,68.69
352,8,Fall 2025,B,81.54
352,4,Spring 2026,D,75.1
352,2,Spring 2026,C,70.51
352,6,Fall 2025,F,63.0
353,12,Spring 2026,D,81.01
353,10,Spring 2026,F,85.92
353,1,Fall 2025,A,68.31
353,11,Fall 2025,A,70.3
353,7,Fall 2025,B,81.86
353,9,Fall 2025,F,66.7
353,4,Fall 2025,B,63.92
354,6,Fall 2025,D,67.42
354,2,Spring 2026,C,67.27
354,9,Spring 2026,B,70.99
354,4,Spring 2026,C,63.38
355,7,Spring 2026,B,84.33
355,5,Spring 2026,A,84.03
355,8,Spring 2026,A,69.16
355,4,Spring 2026,D,73.33
355,11,Spring 2026,A,81.54
355,6,Fall 2025,B,66.34
356,10,Spring 2026,,97.68
356,8,Fall 2025,F,74.89
356,11,Spring 2026,B,83.59
356,7,Fall 2025,C,95.87
356,5,Spring 2026,B,70.79
356,3,Spring 2026,A,63.65
357,8,Spring 2026,C,89.22
357,5,Fall 2025,A,98.08
357,3,Fall 2025,C,80.47
358,4,Fall 2025,C,94.54
358,1,Fall 2025,C,70.46
358,3,Fall 2025,A,73.21
359,3,Fall 2025,F,83.63
359,12,Fall 2025,D,92.75
359,8,Fall 2025,C,89.35
359,5,Fall 2025,A,80.94
359,4,Spring 2026,B,60.75
359,2,Spring 2026,,81.09
360,5,Fall 2025,D,79.66
360,9,Fall 2025,,91.29
360,12,Spring 2026,D,61.12
360,7,Spring 2026,F,78.29
360,11,Fall 2025,C,85.28
361,3,Spring 2026,F,66.32
361,10,Fall 2025,D,68.03
361,1,Fall 2025,A,69.73
362,8,Spring 2026,B,78.59
362,10,Spring 2026,F,63.23
362,1,Fall 2025,D,65.56
362,9,Spring 2026,C,84.27
362,7,Spring 2026,B,97.25
362,3,Spring 2026,C,78.58
362,6,Spring 2026,D,89.34
363,8,Spring 2026,F,62.93
363,12,Spring 2026,F,60.31
363,9,Spring 2026,F,66.59
363,7,Spring 2026,D,66.57
363,11,Spring 2026,A,94.9
363,4,Fall 2025,C,99.29
363,3,Fall 2025,B,91.73
364,3,Fall 2025,F,92.99
364,5,Fall 2025,C,66.55
364,7,Fall 2025,B,93.64
365,4,Spring 2026,D,65.79
365,1,Spring 2026,F,86.32
365,7,Spring 2026,C,98.37
365,11,Spring 2026,,64.04
366,7,Spring 2026,F,62.07
366,3,Fall 2025,D,84.18
366,9,Spring 2026,C,77.1
366,11,Fall 2025,D,76.31
366,5,Spring 2026,C,70.23
366,8,Fall 2025,A,94.23
366,12,Fall 2025,D,73.66
367,12,Spring 2026,F,72.21
367,4,Fall 2025,B,69.35
367,9,Fall 2025,D,75.78
367,7,Spring 2026,D,96.93
368,3,Spring 2026,C,75.67
368,11,Spring 2026,A,75.81
368,6,Fall 2025,F,93.4
368,5,Spring 2026,F,95.43
368,12,Fall 2025,B,92.78
368,9,Fall 2025,F,60.76
369,10,Fall 2025,F,74.65
369,1,Spring 2026,F,81.93
369,2,Fall 2025,A,71.67
369,7,Fall 2025,C,95.33
370,10,Spring 2026,A,73.34
370,2,Fall 2025,F,72.41
370,4,Fall 2025,F,70.77
370,8,Fall 2025,A,82.41
370,6,Spring 2026,D,77.63
370,11,Fall 2025,B,85.58
371,11,Spring 2026,D,85.29
371,6,Fall 2025,A,96.7
371,12,Spring 2026,D,83.24
372,8,Fall 2025,D,71.97
372,3,Fall 2025,B,92.69
372,4,Fall 2025,B,62.36
372,9,Spring 2026,A,70.55
372,11,Spring 2026,D,78.78
373,7,Spring 2026,B,79.23
373,11,Fall 2025,A,71.2
373,8,Fall 2025,A,93.04
373,9,Fall 2025,F,73.72
373,5,Fall 2025,B,97.14
374,5,Spring 2026,D,62.38
374,9,Spring 2026,A,68.31
374,8,Fall 2025,C,63.32
374,2,Fall 2025,F,75.89
374,6,Fall 2025,C,89.78
375,1,Fall 2025,C,69.13
375,8,Fall 2025,C,85.44
375,7,Fall 2025,D,92.43
376,9,Fall 2025,C,73.8
376,10,Spring 2026,B,81.82
376,11,Fall 2025,C,72.24
376,12,Spring 2026,A,96.57
376,7,Spring 2026,F,79.26
376,6,Fall 2025,A,80.89
377,6,Fall 2025,F,63.43
377,7,Fall 2025,B,81.03
377,1,Fall 2025,C,73.37
377,3,Spring 2026,D,82.63
377,10,Spring 2026,F,87.33
378,7,Spring 2026,C,73.46
378,11,Spring 2026,C,77.42
378,8,Spring 2026,A,91.32
379,3,Spring 2026,D,97.46
379,2,Spring 2026,C,63.73
379,5,Spring 2026,C,91.1
379,1,Fall 2025,B,79.41
379,11,Fall 2025,A,96.43
379,8,Fall 2025,D,89.56
380,11,Fall 2025,C,73.82
380,6,Fall 2025,C,93.88
380,2,Fall 2025,C,78.16
380,4,Spring 2026,C,94.55
380,5,Spring 2026,,92.36
380,12,Spring 2026,F,84.36
381,3,Spring 2026,A,95.31
381,2,Spring 2026,F,87.5
381,9,Fall 2025,B,73.75
381,5,Spring 2026,B,90.39
381,8,Spring 2026,F,63.03
381,4,Spring 2026,F,68.59
381,7,Spring 2026,F,65.6
382,4,Fall 2025,D,64.36
382,8,Spring 2026,D,79.83
382,11,Fall 2025,D,83.69
382,7,Fall 2025,A,94.37
383,8,Fall 2025,F,96.64
383,11,Spring 2026,F,98.2
383,3,Spring 2026,A,93.08
383,12,Spring 2026,C,70.85
383,1,Fall 2025,B,79.51
384,5,Fall 2025,F,72.42
384,10,Spring 2026,D,86.55
384,3,Fall 2025,,75.99
384,2,Fall 2025,F,62.9
384,6,Fall 2025,F,82.16
384,11,Spring 2026,F,96.17
384,7,Fall 2025,B,79.12
385,9,Spring 2026,D,63.54
385,12,Spring 2026,D,67.24
385,10,Fall 2025,B,65.2
385,6,Spring 2026,B,97.59
385,5,Fall 2025,D,94.99
386,2,Fall 2025,B,66.85
386,1,Fall 2025,D,95.41
386,6,Fall 2025,B,97.3
386,11,Spring 2026,B,95.93
387,1,Spring 2026,D,78.67
387,8,Spring 2026,,82.14
387,10,Spring 2026,C,68.66
387,2,Spring 2026,A,80.15
387,5,Fall 2025,B,91.83
387,3,Spring 2026,F,76.62
387,11,Spring 2026,F,60.11
388,7,Fall 2025,B,73.82
388,2,Fall 2025,A,83.95
388,9,Fall 2025,B,82.84
388,4,Spring 2026,C,61.15
388,3,Fall 2025,B,70.75
388,11,Spring 2026,A,62.3
389,10,Spring 2026,B,95.77
389,9,Fall 2025,B,86.09
389,11,Spring 2026,,72.07
390,7,Spring 2026,F,76.25
390,10,Spring 2026,B,85.02
390,12,Spring 2026,B,64.22
390,9,Spring 2026,D,93.81
390,8,Fall 2025,F,97.91
390,2,Spring 2026,B,64.18
391,6,Fall 2025,D,85.64
391,8,Spring 2026,A,69.7
391,9,Spring 2026,B,62.51
391,10,Spring 2026,A,93.3
391,3,Fall 2025,A,83.01
391,7,Spring 2026,B,65.95
392,12,Spring 2026,D,78.6
392,8,Fall 2025,F,93.92
392,10,Fall 2025,A,65.16
392,4,Fall 2025,B,86.08
392,1,Spring 2026,F,93.14
393,9,Spring 2026,D,91.93
393,1,Fall 2025,D,83.97
393,2,Fall 2025,A,64.96
393,10,Fall 2025,F,93.42
393,5,Fall 2025,A,71.37
394,7,Spring 2026,C,84.79
394,1,Fall 2025,F,80.08
394,8,Spring 2026,C,69.57
394,5,Fall 2025,B,72.39
394,9,Spring 2026,D,61.36
395,2,Fall 2025,A,74.05
395,6,Fall 2025,A,84.85
395,3,Fall 2025,B,87.89
396,3,Fall 2025,C,98.72
396,9,Spring 2026,F,67.7
396,10,Fall 2025,B,95.54
396,7,Spring 2026,D,81.74
396,11,Fall 2025,D,70.82
397,7,Fall 2025,D,95.27
397,12,Spring 2026,F,93.82
397,9,Fall 2025,A,99.9
397,4,Fall 2025,B,86.51
398,8,Fall 2025,C,71.87
398,12,Fall 2025,C,85.61
398,5,Fall 2025,F,95.13
398,11,Spring 2026,B,85.11
398,2,Spring 2026,A,76.64
398,10,Fall 2025,,90.41
399,12,Spring 2026,B,69.06
399,8,Spring 2026,B,71.17
399,3,Spring 2026,D,89.33
399,7,Fall 2025,D,61.65
399,11,Spring 2026,D,69.2
399,2,Fall 2025,F,60.21
400,5,Fall 2025,A,89.43
400,4,Spring 2026,A,88.97
400,9,Spring 2026,F,78.82
400,7,Spring 2026,F,99.99
400,11,Spring 2026,F,68.27
400,8,Fall 2025,F,87.53
400,3,Spring 2026,C,95.07
401,2,Fall 2025,B,80.36
401,12,Fall 2025,D,64.08
401,6,Fall 2025,C,70.79
401,10,Spring 2026,C,75.54
401,11,Fall 2025,B,73.96
401,9,Spring 2026,A,65.16
401,5,Spring 2026,F,90.72
402,2,Fall 2025,F,67.7
402,6,Fall 2025,C,65.39
402,12,Spring 2026,A,95.27
402,5,Fall 2025,B,69.9
403,8,Fall 2025,A,86.21
403,9,Spring 2026,C,88.91
403,11,Fall 2025,B,79.6
403,12,Fall 2025,C,89.49
403,10,Fall 2025,C,80.14
403,4,Fall 2025,C,82.65
403,7,Spring 2026,D,93.7
404,10,Spring 2026,C,83.93
404,5,Fall 2025,A,97.82
404,3,Spring 2026,F,90.14
405,2,Fall 2025,B,79.33
405,5,Spring 2026,F,99.21
405,3,Fall 2025,B,67.91
405,8,Fall 2025,,90.27
405,4,Fall 2025,A,85.64
405,9,Fall 2025,F,63.83
405,10,Fall 2025,B,71.98
406,11,Fall 2025,F,85.87
406,6,Spring 2026,D,65.52
406,1,Spring 2026,C,72.6
407,11,Spring 2026,D,77.12
407,2,Spring 2026,F,73.42
407,3,Fall 2025,A,97.42
407,5,Fall 2025,A,92.13
407,12,Spring 2026,B,72.42
408,1,Fall 2025,C,71.1
408,11,Fall 2025,A,77.29
408,9,Fall 2025,A,67.92
408,3,Spring 2026,F,74.8
408,10,Spring 2026,A,67.47
408,8,Fall 2025,D,60.43
409,10,Fall 2025,A,75.94
409,7,Spring 2026,,93.53
409,2,Fall 2025,B,62.41
409,8,Spring 2026,F,95.55
409,11,Spring 2026,C,87.31
409,4,Fall 2025,B,80.74
409,3,Fall 2025,A,63.68
410,7,Spring 2026,,99.47
410,8,Fall 2025,D,83.64
410,9,Fall 2025,C,73.48
410,12,Spring 2026,C,66.06
410,11,Spring 2026,D,77.39
410,10,Fall 2025,F,64.91
411,6,Fall 2025,F,67.02
411,5,Fall 2025,F,64.83
411,1,Spring 2026,,68.76
411,8,Spring 2026,B,89.34
412,4,Spring 2026,B,85.69
412,6,Fall 2025,B,80.71
412,1,Fall 2025,B,83.83
413,6,Spring 2026,C,77.89
413,11,Fall 2025,F,83.35
413,8,Spring 2026,B,71.61
413,9,Spring 2026,F,71.65
413,5,Spring 2026,D,92.11
414,3,Spring 2026,F,62.28
414,4,Fall 2025,B,81.47
414,6,Spring 2026,B,84.96
415,7,Spring 2026,D,90.61
415,8,Spring 2026,D,74.4
415,12,Spring 2026,D,74.38
415,3,Spring 2026,D,81.86
415,4,Spring 2026,B,96.97
416,2,Fall 2025,C,87.66
416,5,Fall 2025,C,72.38
416,7,Spring 2026,D,96.61
416,1,Fall 2025,B,77.79
417,9,Fall 2025,A,68.92
417,7,Spring 2026,A,72.99
417,6,Spring 2026,B,61.86
417,10,Spring 2026,A,90.08
418,5,Spring 2026,A,83.09
418,7,Fall 2025,A,75.27
418,11,Spring 2026,D,67.73
418,3,Fall 2025,B,64.79
418,9,Spring 2026,D,69.17
418,6,Spring 2026,F,87.14
419,3,Spring 2026,F,75.8
419,8,Spring 2026,C,60.25
419,6,Spring 2026,F,75.31
419,7,Fall 2025,C,68.69
419,5,Spring 2026,C,73.58
419,2,Fall 2025,C,98.31
419,4,Spring 2026,B,71.59
420,7,Spring 2026,C,67.17
420,2,Fall 2025,F,87.18
420,4,Spring 2026,A,98.97
420,10,Fall 2025,B,84.78
420,12,Spring 2026,B,78.46
420,6,Fall 2025,F,94.74
421,1,Fall 2025,F,85.19
421,4,Fall 2025,D,99.32
421,6,Spring 2026,C,80.01
421,10,Spring 2026,C,61.8
422,9,Fall 2025,D,76.75
422,1,Fall 2025,F,85.81
422,12,Spring 2026,A,90.81
423,12,Fall 2025,D,64.86
423,9,Fall 2025,D,84.95
423,10,Spring 2026,F,69.67
423,8,Fall 2025,A,68.85
423,1,Spring 2026,C,83.48
423,4,Spring 2026,C,72.66
423,3,Spring 2026,D,66.07
424,2,Spring 2026,A,88.75
424,4,Spring 2026,C,62.14
424,9,Fall 2025,C,70.71
424,10,Fall 2025,D,81.42
424,6,Fall 2025,A,95.31
425,8,Spring 2026,B,63.32
425,9,Spring 2026,C,94.99
425,4,Fall 2025,F,94.46
426,3,Fall 2025,B,60.38
426,1,Spring 2026,C,65.64
426,6,Fall 2025,F,94.47
426,2,Fall 2025,D,66.53
426,11,Spring 2026,A,61.88
427,9,Spring 2026,A,85.09
427,3,Spring 2026,D,83.81
427,8,Fall 2025,B,74.96
427,5,Spring 2026,C,80.81
428,12,Fall 2025,B,74.74
428,8,Spring 2026,A,62.07
428,9,Fall 2025,A,84.29
428,5,Fall 2025,F,88.36
428,2,Spring 2026,A,73.87
428,10,Fall 2025,F,74.35
428,1,Spring 2026,A,64.75
429,5,Fall 2025,A,89.43
429,3,Fall 2025,F,62.25
429,8,Fall 2025,F,71.93
429,12,Spring 2026,B,68.28
430,10,Fall 2025,A,66.63
430,6,Spring 2026,C,81.55
430,7,Spring 2026,D,87.22
430,1,Fall 2025,F,84.47
430,12,Fall 2025,A,87.96
430,11,Spring 2026,B,89.53
430,8,Spring 2026,,65.79
431,3,Fall 2025,D,65.78
431,1,Spring 2026,,97.7
431,5,Fall 2025,D,76.28
431,11,Spring 2026,B,71.96
431,2,Spring 2026,B,71.67
431,4,Fall 2025,C,83.36
431,6,Spring 2026,C,64.71
432,1,Fall 2025,F,77.59
432,2,Spring 2026,F,82.17
432,4,Fall 2025,F,74.24
432,8,Fall 2025,B,89.34
433,9,Fall 2025,F,71.23
433,6,Spring 2026,F,99.51
433,1,Fall 2025,F,99.54
433,4,Spring 2026,C,84.17
434,1,Spring 2026,A,94.23
434,7,Fall 2025,F,87.24
434,10,Spring 2026,C,82.36
434,8,Spring 2026,C,98.83
434,11,Fall 2025,A,92.23
435,8,Spring 2026,F,93.65
435,6,Fall 2025,F,84.9
435,11,Spring 2026,A,78.53
436,4,Spring 2026,B,74.24
436,12,Fall 2025,C,85.03
436,9,Spring 2026,D,94.05
436,1,Fall 2025,F,99.36
436,11,Fall 2025,D,92.17
436,2,Spring 2026,F,72.47
436,5,Fall 2025,B,93.26
437,3,Spring 2026,F,74.11
437,9,Fall 2025,B,75.93
437,1,Spring 2026,F,94.45
437,5,Spring 2026,B,64.09
437,10,Spring 2026,A,78.15
437,11,Fall 2025,A,82.34
438,1,Fall 2025,A,92.44
438,7,Fall 2025,B,95.04
438,11,Fall 2025,D,85.56
438,2,Fall 2025,F,84.6
438,5,Fall 2025,F,81.41
438,10,Spring 2026,F,89.6
439,11,Fall 2025,D,96.72
439,10,Spring 2026,B,79.07
439,6,Spring 2026,F,64.43
439,9,Spring 2026,C,91.16
439,5,Spring 2026,D,86.77
439,4,Fall 2025,,92.89
440,10,Fall 2025,A,87.32
440,7,Fall 2025,B,76.38
440,2,Fall 2025,D,82.74
440,9,Spring 2026,F,99.61
440,1,Spring 2026,A,70.66
440,12,Fall 2025,B,70.94
440,5,Fall 2025,B,82.05
441,3,Spring 2026,D,97.43
441,10,Spring 2026,B,87.55
441,6,Spring 2026,F,61.19
441,8,Fall 2025,F,65.9
441,2,Spring 2026,A,76.18
442,10,Spring 2026,D,99.95
442,6,Spring 2026,B,82.13
442,9,Spring 2026,C,96.3
443,7,Fall 2025,D,79.1
443,4,Spring 2026,F,94.18
443,6,Fall 2025,A,76.07
443,2,Fall 2025,F,68.49
443,11,Spring 2026,F,76.59
444,11,Fall 2025,B,83.85
444,12,Fall 2025,C,80.8
444,4,Fall 2025,C,75.92
444,6,Spring 2026,F,81.81
444,9,Spring 2026,A,76.98
445,9,Spring 2026,D,96.42
445,4,Spring 2026,D,78.39
445,3,Fall 2025,D,99.75
445,10,Spring 2026,C,88.61
445,5,Fall 2025,D,64.9
445,6,Spring 2026,D,69.93
446,3,Spring 2026,A,84.81
446,8,Spring 2026,C,73.73
446,2,Spring 2026,A,85.29
446,11,Spring 2026,F,99.96
446,12,Spring 2026,F,88.15
447,2,Spring 2026,A,80.93
447,4,Fall 2025,D,95.35
447,10,Spring 2026,B,84.72
447,9,Fall 2025,A,94.46
447,3,Fall 2025,D,64.53
447,5,Fall 2025,C,92.68
448,7,Fall 2025,F,99.85
448,6,Spring 2026,F,92.08
448,11,Fall 2025,B,83.28
448,2,Fall 2025,C,81.93
449,2,Spring 2026,D,77.97
449,5,Fall 2025,B,79.94
449,8,Fall 2025,C,83.99
449,1,Fall 2025,C,90.87
449,11,Fall 2025,A,78.45
450,5,Fall 2025,B,97.47
450,7,Fall 2025,C,65.87
450,3,Fall 2025,D,63.36
450,12,Spring 2026,F,98.16
450,1,Spring 2026,C,99.31
451,11,Fall 2025,D,72.74
451,12,Fall 2025,D,65.67
451,10,Fall 2025,F,63.99
451,2,Spring 2026,C,85.88
451,9,Fall 2025,F,68.38
452,9,Spring 2026,C,83.47
452,8,Fall 2025,C,98.92
452,5,Spring 2026,F,75.62
452,11,Spring 2026,B,66.72
452,7,Fall 2025,A,71.02
452,4,Spring 2026,D,78.78
452,6,Fall 2025,D,80.91
453,4,Fall 2025,F,71.51
453,6,Fall 2025,F,77.67
453,12,Fall 2025,C,61.04
453,11,Fall 2025,A,92.46
454,4,Spring 2026,A,68.21
454,9,Fall 2025,C,63.61
454,2,Spring 2026,A,69.06
455,10,Spring 2026,F,61.83
455,3,Spring 2026,F,85.11
455,6,Spring 2026,B,77.02
455,12,Fall 2025,B,85.57
455,7,Spring 2026,F,89.8
456,7,Fall 2025,D,63.28
456,1,Fall 2025,C,83.99
456,3,Spring 2026,A,96.18
456,12,Fall 2025,C,72.58
456,10,Fall 2025,C,60.18
456,4,Fall 2025,B,75.19
456,9,Fall 2025,A,68.85
457,8,Fall 2025,C,76.73
457,1,Spring 2026,C,73.31
457,2,Spring 2026,C,96.23
457,10,Spring 2026,C,89.18
457,3,Fall 2025,F,82.33
457,5,Spring 2026,D,88.36
458,5,Spring 2026,F,64.15
458,11,Fall 2025,B,60.69
458,3,Spring 2026,F,91.97
458,12,Spring 2026,A,85.89
459,5,Fall 2025,A,69.03
459,8,Spring 2026,D,83.27
459,2,Spring 2026,A,83.41
459,6,Spring 2026,D,70.1
459,11,Spring 2026,A,75.2
459,12,Fall 2025,A,98.05
460,11,Fall 2025,A,60.21
460,2,Spring 2026,F,69.81
460,4,Fall 2025,B,87.45
461,8,Spring 2026,F,64.89
461,4,Fall 2025,B,62.36
461,3,Fall 2025,B,63.43
461,5,Spring 2026,A,81.59
461,2,Fall 2025,B,93.05
461,9,Fall 2025,F,72.3
461,11,Spring 2026,C,72.68
462,7,Spring 2026,F,89.22
462,2,Fall 2025,,89.2
462,3,Spring 2026,F,69.07
462,11,Spring 2026,B,85.01
463,12,Spring 2026,A,63.52
463,3,Fall 2025,D,90.72
463,9,Spring 2026,B,62.05
463,5,Spring 2026,F,78.06
464,5,Spring 2026,B,80.01
464,2,Spring 2026,F,67.48
464,10,Fall 2025,B,70.95
464,8,Fall 2025,B,77.13
464,12,Spring 2026,B,80.79
465,8,Spring 2026,C,63.09
465,6,Spring 2026,F,74.39
465,9,Spring 2026,D,95.32
466,10,Fall 2025,B,76.53
466,6,Spring 2026,D,72.76
466,7,Spring 2026,F,89.95
466,9,Fall 2025,F,80.23
466,3,Fall 2025,A,67.17
466,5,Fall 2025,F,69.24
467,12,Spring 2026,F,94.93
467,7,Spring 2026,C,68.85
467,10,Fall 2025,D,73.81
467,6,Spring 2026,C,98.91
468,11,Fall 2025,C,99.06
468,6,Spring 2026,C,88.48
468,5,Spring 2026,D,88.35
468,12,Fall 2025,F,91.04
468,9,Fall 2025,C,76.71
468,3,Spring 2026,C,69.92
468,4,Spring 2026,C,83.86
469,1,Fall 2025,C,82.26
469,7,Fall 2025,D,96.16
469,10,Fall 2025,F,78.49
469,5,Spring 2026,D,77.36
469,8,Fall 2025,B,72.26
469,3,Fall 2025,F,72.29
469,4,Fall 2025,B,93.36
470,4,Fall 2025,C,84.42
470,8,Spring 2026,D,82.7
470,2,Spring 2026,D,88.92
471,4,Fall 2025,C,91.54
471,3,Fall 2025,F,75.41
471,6,Fall 2025,C,72.29
471,11,Fall 2025,D,92.07
472,4,Fall 2025,A,68.92
472,1,Spring 2026,F,98.39
472,11,Spring 2026,F,73.28
472,3,Spring 2026,B,80.56
472,10,Fall 2025,F,79.2
473,7,Fall 2025,F,88.13
473,8,Spring 2026,C,92.62
473,1,Spring 2026,C,99.37
474,4,Fall 2025,A,91.64
474,9,Fall 2025,C,71.51
474,5,Fall 2025,A,97.53
474,2,Fall 2025,A,82.89
474,12,Fall 2025,D,96.49
474,10,Fall 2025,B,75.16
474,7,Spring 2026,C,94.78
475,7,Spring 2026,B,91.49
475,8,Fall 2025,F,82.9
475,3,Fall 2025,C,71.4
475,9,Fall 2025,D,90.19
475,4,Fall 2025,C,61.23
476,10,Fall 2025,F,98.33
476,11,Spring 2026,F,86.71
476,8,Spring 2026,A,62.61
476,4,Spring 2026,F,98.69
477,5,Spring 2026,C,85.82
477,1,Spring 2026,D,95.82
477,4,Spring 2026,A,70.85
477,12,Spring 2026,D,74.56
477,6,Fall 2025,C,67.07
478,6,Fall 2025,A,98.03
478,5,Fall 2025,,92.44
478,3,Spring 2026,D,92.48
478,4,Spring 2026,D,81.28
479,7,Fall 2025,D,82.09
479,3,Fall 2025,C,88.84
479,2,Fall 2025,A,95.69
479,5,Spring 2026,C,78.79
479,6,Fall 2025,B,97.67
479,11,Fall 2025,C,81.22
480,9,Fall 2025,B,80.76
480,2,Fall 2025,B,96.05
480,3,Spring 2026,,72.98
480,8,Fall 2025,D,95.28
480,7,Spring 2026,C,69.91
481,1,Fall 2025,B,92.49
481,10,Fall 2025,F,81.91
481,3,Fall 2025,A,70.36
481,4,Fall 2025,C,72.33
481,2,Spring 2026,D,92.38
481,7,Fall 2025,F,92.29
481,5,Fall 2025,C,76.31
482,8,Fall 2025,B,96.0
482,3,Fall 2025,A,89.36
482,2,Spring 2026,B,69.99
483,8,Spring 2026,D,85.92
483,7,Fall 2025,D,80.01
483,9,Fall 2025,B,90.73
483,4,Spring 2026,C,91.04
484,7,Fall 2025,C,74.16
